paper_id,doi,title,publication_year,publication_date,cited_by_count,type,authors,concepts
p1454,https://doi.org/10.1109/tip.2011.2109730,FSIM: A Feature Similarity Index for Image Quality Assessment,2011,1/31/2011,4583,letter,Lin Zhang; Lei Zhang; Xuanqin Mou; David Zhang,Artificial intelligence; Image quality; Feature (linguistics); Phase congruency; Pattern recognition (psychology)
p1455,https://doi.org/10.1007/s00500-014-1492-5,One-class classifiers with incremental learning and forgetting for data streams with concept drift,2014,10/20/2014,86,article,Bartosz Krawczyk; Michał Woźniak,Concept drift; Computer science; Forgetting; Artificial intelligence; Data stream mining
p1456,https://doi.org/10.3322/caac.20069,Exciting New Advances in Neuro-Oncology: The Avenue to a Cure for Malignant Glioma,2010,5/1/2010,1318,review,Erwin G. Van Meir; Costas G. Hadjipanayis; A. D. Norden; Hui‐Kuo G. Shu; P. Y. Wen,Glioma; Medicine; Oncology; Internal medicine; Cancer research
p1457,https://doi.org/10.1007/978-3-030-20351-1_3,Semi-supervised and Task-Driven Data Augmentation,2019,1/1/2019,125,book-chapter,Krishna Chaitanya; Neerav Karani; Christian F. Baumgartner; Anton S. Becker; Olivio F. Donati,Overfitting; Computer science; Segmentation; Artificial intelligence; Transformation (genetics)
p1458,https://doi.org/10.1016/j.nicl.2022.102979,QSMRim-Net: Imbalance-aware learning for identification of chronic active multiple sclerosis lesions on quantitative susceptibility maps,2022,1/1/2022,28,article,Hang Zhang; Thanh D. Nguyen; Jinwei Zhang; Melanie Marcille; Pascal Spincemaille,Fluid-attenuated inversion recovery; Artificial intelligence; Lesion; Pattern recognition (psychology); Multiple sclerosis
p1459,https://doi.org/10.1109/cvpr.2018.00913,Path Aggregation Network for Instance Segmentation,2018,6/1/2018,6462,preprint,Shu Liu; Lu Qi; Haifang Qin; Jianping Shi; Jiaya Jia,Computer science; Pooling; Segmentation; Feature (linguistics); Artificial intelligence
p1460,https://doi.org/10.1609/aaai.v32i1.11573,Convolutional 2D Knowledge Graph Embeddings,2018,4/25/2018,1923,article,Tim Dettmers; Pasquale Minervini; Pontus Stenetorp; Sebastian Riedel,Computer science; Reciprocal; Mean reciprocal rank; Set (abstract data type); Graph
p1461,https://doi.org/10.1007/s10494-019-00089-x,Discovery of Algebraic Reynolds-Stress Models Using Sparse Symbolic Regression,2019,12/17/2019,66,article,Martin Schmelzer; Richard P. Dwight; Paola Cinnella,Reynolds stress; Algebraic number; Symbolic regression; Computer science; Reynolds stress equation model
p1462,https://doi.org/10.1016/j.specom.2015.12.006,Noise perturbation for supervised speech separation,2016,1/6/2016,28,article,Jitong Chen; Yuxuan Wang; DeLiang Wang,Speech recognition; Computer science; Classifier (UML); Intelligibility (philosophy); Noise measurement
p1463,https://doi.org/10.1158/2159-8290.cd-11-0209,The Emergence of lncRNAs in Cancer Biology,2011,10/1/2011,1733,review,John R. Prensner; Arul M. Chinnaiyan,Biology; Computational biology; Cancer; Identification (biology); Non-coding RNA
p1464,https://doi.org/10.1109/cvpr.2017.572,Deep Hashing Network for Unsupervised Domain Adaptation,2017,7/1/2017,1653,article,Hemanth Venkateswara; José Eusébio; Shayok Chakraborty; Sethuraman Panchanathan,Computer science; Exploit; Hash function; Artificial intelligence; Deep learning
p1465,https://doi.org/10.1109/cvpr.2017.632,Image-to-Image Translation with Conditional Adversarial Networks,2017,7/1/2017,19142,article,Phillip Isola; Jun-Yan Zhu; Tinghui Zhou; Alexei A. Efros,Adversarial system; Image translation; Image (mathematics); Computer science; Translation (biology)
p1466,https://doi.org/10.1002/0471667196.ess2547.pub2,Statistics and Probability Letters,2005,12/1/2005,107,other,R. A. Johnson,Encyclopedia; Citation; Value (mathematics); Computer science; Statistics
p1467,https://doi.org/10.1214/009053604000000067,Least angle regression,2004,4/1/2004,9373,article,Bradley Efron; Trevor Hastie; Iain M. Johnstone; Robert Tibshirani,Lasso (programming language); Ordinary least squares; Mathematics; Algorithm; Selection (genetic algorithm)
p1468,https://doi.org/10.1162/neco.1989.1.2.263,Learning State Space Trajectories in Recurrent Neural Networks,1989,6/1/1989,677,article,Barak A. Pearlmutter,Recurrent neural network; Gradient descent; Artificial neural network; Trajectory; State space
p1469,https://doi.org/10.1109/iccv.2019.00607,Variational Adversarial Active Learning,2019,10/1/2019,462,article,Samrath Sinha; Sayna Ebrahimi; Trevor Darrell,Adversarial system; Computer science; Artificial intelligence; Machine learning; Adversarial machine learning
p1470,https://doi.org/10.1109/isgteurope.2010.5638858,Predictive power dispatch through negotiated locational pricing,2010,10/1/2010,21,article,Joseph Warrington; Sébastien Mariéthoz; Colin N. Jones; Manfred Morari,Computer science; Volatility (finance); Smart grid; Grid; Mathematical optimization
p1471,https://doi.org/10.1007/978-3-540-74958-5_20,Graph-Based Domain Mapping for Transfer Learning in General Games,2007,9/7/2007,70,book-chapter,Gregory Kuhlmann; Peter Stone,Computer science; Graph; Theoretical computer science; Transfer of learning; Domain (mathematical analysis)
p1472,https://doi.org/10.1088/1741-2552/aace8c,EEGNet: a compact convolutional neural network for EEG-based brain–computer interfaces,2018,6/22/2018,2782,article,Vernon J. Lawhern; Amelia J. Solon; Nicholas R. Waytowich; Stephen M. Gordon; Chou P. Hung,Brain–computer interface; Computer science; Electroencephalography; Convolutional neural network; Artificial intelligence
p1473,https://doi.org/10.1021/acs.jctc.5b00736,Structural Ensembles of Intrinsically Disordered Proteins Depend Strongly on Force Field: A Comparison to Experiment,2015,10/9/2015,402,article,Sarah Rauscher; Vytautas Gapsys; Michał J. Gajda; Markus Zweckstetter; Bert L. de Groot,Intrinsically disordered proteins; Force field (fiction); Small-angle X-ray scattering; Chemical physics; Statistical physics
p1474,https://doi.org/10.1214/08-aoas169,Random survival forests,2008,9/1/2008,1324,article,Hemant Ishwaran; Udaya B. Kogalur; Eugene H. Blackstone; Michael S. Lauer,Random forest; Survival analysis; Outcome (game theory); Missing data; Computer science
p1475,https://doi.org/10.1007/bf00116251,Induction of decision trees,1986,3/1/1986,11690,article,J. R. Quinlan,Variety (cybernetics); Computer science; Decision tree; Machine learning; ID3
p1476,https://doi.org/10.1055/s-0038-1637976,The Unified Medical Language System,1993,8/1/1993,507,article,Betsy L. Humphreys; Alexa T. McCray; D. A. B. Lindberg,Unified Medical Language System; Computer science; Information retrieval; Controlled vocabulary; Meaning (existential)
p1477,https://doi.org/10.1007/978-3-540-70939-8_10,Morphological Disambiguation of Turkish Text with Perceptron Algorithm,2007,1/1/2007,88,book-chapter,Haşim Sak; Tunga Güngör; Murat Saraçlar,Computer science; Artificial intelligence; Perceptron; Trigram; Natural language processing
p1478,https://doi.org/10.1007/bf02178358,Generalization of the Fortuin-Kasteleyn transformation and its application to quantum spin simulations,1995,7/1/1995,39,article,Naoki Kawashima; J. E. Gubernatis,Generalization; Spin (aerodynamics); Transformation (genetics); Physics; Quantum
p1479,https://doi.org/10.48550/arxiv.1406.1078,Learning Phrase Representations using RNN Encoder-Decoder for Statistical Machine Translation,2014,1/1/2014,2969,preprint,Kyunghyun Cho; Bart van Merriënboer; Çağlar Gülçehre; Dzmitry Bahdanau; Fethi Bougares,Decodes; Computer science; Machine translation; Encoder; Recurrent neural network
p1480,https://doi.org/10.1371/journal.pcbi.1003537,BEAST 2: A Software Platform for Bayesian Evolutionary Analysis,2014,4/10/2014,6145,article,Remco Bouckaert; Joseph Heled; Denise Kühnert; Tim Vaughan; Chieh‐Hsi Wu,Computer science; Software; XML; Interface (matter); Software engineering
p1481,https://doi.org/10.18653/v1/d19-1089,Multilingual Neural Machine Translation with Language Clustering,2019,1/1/2019,107,article,Xu Tan; Jiale Chen; Di He; Yingce Xia; Tao Qin,Machine translation; Computer science; Natural language processing; Cluster analysis; Artificial intelligence
p1482,https://doi.org/10.1016/j.chbr.2021.100130,Transition to online learning during the COVID-19 pandemic,2021,8/1/2021,328,article,David John Lemay; Paul Bazelais; Tenzin Doleck,Psychology; Context (archaeology); Pandemic; Social distance; Social isolation
p1483,https://doi.org/10.1088/1741-2552/aabc9b,Adaptive deep brain stimulation for Parkinson’s disease using motor cortex sensing,2018,5/9/2018,349,article,Nicole C. Swann; Coralie de Hemptinne; Margaret C. Thompson; Svjetlana Miocinovic; Andrew M. Miller,Deep brain stimulation; Dyskinesia; Stimulation; Parkinson's disease; Neuroscience
p1484,https://doi.org/10.1287/opre.43.4.570,Breast Cancer Diagnosis and Prognosis Via Linear Programming,1995,8/1/1995,829,article,O. L. Mangasarian; W. Nick Street; William H. Wolberg,Correctness; Breast cancer; Medicine; Cancer; Computer science
p1485,https://doi.org/10.1214/11-aoas532,Network inference and biological dynamics,2012,9/1/2012,70,article,Chris J. Oates; Sach Mukherjee,Inference; Computer science; Statistical inference; Biological network; Class (philosophy)
p1486,https://doi.org/10.1109/cvpr.2018.00240,Social GAN: Socially Acceptable Trajectories with Generative Adversarial Networks,2018,6/1/2018,1845,article,Agrim Gupta; Justin Johnson; Li Fei-Fei; Silvio Savarese; Alexandre Alahi,Computer science; Variety (cybernetics); Pooling; Adversarial system; Generative grammar
p1487,https://doi.org/10.18653/v1/d15-1167,Document Modeling with Gated Recurrent Neural Network for Sentiment Classification,2015,1/1/2015,1456,article,Duyu Tang; Bing Qin; Ting Liu,Computer science; Artificial intelligence; Artificial neural network; Natural language processing
p1488,https://doi.org/10.1093/biomet/ass081,Data augmentation for non-Gaussian regression models using variance-mean mixtures,2013,3/11/2013,45,article,Nick Polson; James G. Scott,Variance (accounting); Regression; Statistics; Mathematics; Econometrics
p1489,https://doi.org/10.46303/ressat.05.02.ed,Editorial: Reflecting in the shade of pandemic,2020,5/17/2020,31,editorial,Bülent Tarman,Headline; Pandemic; Grief; Coronavirus disease 2019 (COVID-19); Information and Communications Technology
p1490,https://doi.org/10.1101/cshperspect.a008870,"Clinical Approach to Parkinson's Disease: Features, Diagnosis, and Principles of Management",2012,2/21/2012,387,article,João Massano; Kailash P. Bhatia,Parkinson's disease; Medicine; Disease; Disease management; Intensive care medicine
p1491,https://doi.org/10.1007/978-3-319-62416-7_21,An Analysis of the Application of Simplified Silhouette to the Evaluation of k-means Clustering Validity,2017,1/1/2017,102,book-chapter,Fei Wang; Hector-Hugo Franco-Penya; John D. Kelleher; John A. Pugh; Robert Ross,Silhouette; Cluster analysis; Computer science; Function (biology); Measure (data warehouse)
p1492,https://doi.org/10.1109/cvpr42600.2020.01348,Adversarial Feature Hallucination Networks for Few-Shot Learning,2020,6/1/2020,263,article,Kai Li; Yulun Zhang; Kunpeng Li; Yun Fu,Computer science; Discriminative model; Artificial intelligence; Adversarial system; Benchmark (surveying)
p1493,https://doi.org/10.1007/s10994-008-5087-1,Guest editor’s introduction: special issue on inductive transfer learning,2008,10/20/2008,45,article,Daniel Silver; Kristin P. Bennett,Inductive transfer; Computer science; Transfer of learning; Multi-task learning; Artificial intelligence
p1494,https://doi.org/10.1109/cvpr.2011.5995347,Unbiased look at dataset bias,2011,6/1/2011,2344,article,Antonio Torralba; Alexei A. Efros,Pascal (unit); Computer science; Benchmark (surveying); Generalization; Artificial intelligence
p1495,https://doi.org/10.1093/bjps/45.4.1001,Conditioning and Intervening,1994,12/1/1994,156,article,Christopher Meek; Clark Glymour,Causation; Epistemology; Event (particle physics); Context (archaeology); Causal structure
p1496,https://doi.org/10.1007/978-3-030-01234-2_16,Recurrent Squeeze-and-Excitation Context Aggregation Net for Single Image Deraining,2018,1/1/2018,763,book-chapter,Xia Li; Jianlong Wu; Zhouchen Lin; Hong Liu; Hongbin Zha,Computer science; Streak; Visibility; Block (permutation group theory); Convolutional neural network
p1497,https://doi.org/10.3389/fncom.2019.00083,Data Augmentation for Brain-Tumor Segmentation: A Review,2019,12/11/2019,280,review,Jakub Nalepa; Michał Marcinkiewicz; Michał Kawulok,Computer science; Segmentation; Generalization; Benchmark (surveying); Artificial intelligence
p1498,https://doi.org/10.1056/nejmoa2001316,"Early Transmission Dynamics in Wuhan, China, of Novel Coronavirus–Infected Pneumonia",2020,1/29/2020,17193,article,Qun Li; Xuhua Guan; Peng Wu; Xiaoye Wang; Lei Zhou,Coronavirus; Transmission (telecommunications); Pneumonia; Coronavirus disease 2019 (COVID-19); Virology
p1499,https://doi.org/10.1016/j.respol.2017.09.012,Collingridge and the dilemma of control: Towards responsible and accountable innovation,2017,10/11/2017,227,article,Audley Genus; Andy Stirling,Dilemma; Responsible Research and Innovation; Corporate governance; Control (management); Accountability
p1500,https://doi.org/10.3115/v1/p14-1041,Hybrid Simplification using Deep Semantics and Machine Translation,2014,1/1/2014,140,preprint,Shashi Narayan; Claire Gardent,Computer science; Machine translation; Natural language processing; Artificial intelligence; Sentence
p1501,https://doi.org/10.1109/icapai49758.2021.9462050,LS-CAT: A Large-Scale CUDA AutoTuning Dataset,2021,5/19/2021,3,article,Lars Bjertnes; Jacob O. Tørring; Anne C. Elster,CUDA; Computer science; Thread (computing); Parallel computing; Block (permutation group theory)
p1502,https://doi.org/10.1109/cvpr.2008.4587637,Transfer learning for image classification with sparse prototype representations,2008,6/1/2008,254,article,Ariadna Quattoni; Michael Collins; Trevor Darrell,Computer science; Regularization (linguistics); Transfer of learning; Kernel (algebra); Machine learning
p1503,https://doi.org/10.1186/1471-2202-3-14,Assessing the molecular genetics of attention networks.,2002,10/4/2002,340,article,John Fossella; Tobias Sommer; Jin Fan; Yanhong Wu; James M. Swanson,Cognition; Attention network; Psychology; Psychiatric genetics; Population
p1504,https://doi.org/10.1145/3357384.3357951,Fi-GNN,2019,11/3/2019,53,preprint,Zekun Li; Zeyu Cui; Shu Wu; Xiaoyu Zhang; Liang Wang,Computer science; Feature (linguistics); Embedding; Field (mathematics); Graph
p1505,https://doi.org/10.1016/j.neucom.2018.03.030,Face detection using deep learning: An improved faster RCNN approach,2018,3/21/2018,636,article,Xudong Sun; Pengcheng Wu; Steven C. H. Hoi,Benchmark (surveying); Computer science; Concatenation (mathematics); Artificial intelligence; Deep learning
p1506,https://doi.org/10.18653/v1/e17-1042,A Network-based End-to-End Trainable Task-oriented Dialogue System,2017,1/1/2017,858,article,Tsung-Hsien Wen; David Vandyke; Nikola Mrkšić; Milica Gašić; Lina M. Rojas Barahona,Task (project management); Computer science; End-to-end principle; Association (psychology); Volume (thermodynamics)
p1507,https://doi.org/10.1109/iccv.2017.593,Soft-NMS — Improving Object Detection with One Line of Code,2017,10/1/2017,1773,article,Navaneeth Bodla; Bharat Singh; Rama Chellappa; Larry S. Davis,Pascal (unit); Computer science; Object detection; Pipeline (software); Code (set theory)
